url,md5
http://data.gdeltproject.org/events/20240222.export.CSV.zip,dfb71a4458c25f46efc4fb8dcd03a57c
http://data.gdeltproject.org/events/20240221.export.CSV.zip,41b0d8f925f1229261ac72a3eb60e724
http://data.gdeltproject.org/events/20240220.export.CSV.zip,a431547d68025101963123129b122360
http://data.gdeltproject.org/events/20240219.export.CSV.zip,5843158b435e76a5ba387a5952715ea8
http://data.gdeltproject.org/events/20240218.export.CSV.zip,34c3ce1a8335e2b85dbc5264a6f1e244
http://data.gdeltproject.org/events/20240217.export.CSV.zip,359092ed44b2404155deebcafbd102aa
http://data.gdeltproject.org/events/20240216.export.CSV.zip,ba98519559254e88c975ccf606866208
http://data.gdeltproject.org/events/20240215.export.CSV.zip,002a66665167b8f3b10573fea54fa3d3
http://data.gdeltproject.org/events/20240214.export.CSV.zip,024059dce694ff844970baca05988e96
http://data.gdeltproject.org/events/20240213.export.CSV.zip,ab0c59b4465333323733dd94d3c5c9e7
http://data.gdeltproject.org/events/20240212.export.CSV.zip,77735382944bb5ee6cca7e03f528cfee
http://data.gdeltproject.org/events/20240211.export.CSV.zip,58e69ba314342efe27b55bd8128d11dd
http://data.gdeltproject.org/events/20240210.export.CSV.zip,d1ce2e4207c873123f6eac7396bd44cc
http://data.gdeltproject.org/events/20240209.export.CSV.zip,640111ab7ca88ab5f7ec0954e240db49
http://data.gdeltproject.org/events/20240208.export.CSV.zip,74936172d8c5493c2a47373baf2e06e9
http://data.gdeltproject.org/events/20240207.export.CSV.zip,f8950fb57e55f09434b0f827bcc840df
http://data.gdeltproject.org/events/20240206.export.CSV.zip,24200651ffe08d8d8bf538fb8ae64787
http://data.gdeltproject.org/events/20240205.export.CSV.zip,b0cbe88057c87f33b925a00ae21bda8b
http://data.gdeltproject.org/events/20240204.export.CSV.zip,0867c8b9e72f4933131c643cabd9551c
http://data.gdeltproject.org/events/20240203.export.CSV.zip,0d82a4f627137fc9a5e484684a6f3a9f
http://data.gdeltproject.org/events/20240202.export.CSV.zip,0cf3c46589c0c05e207b73b46022f656
http://data.gdeltproject.org/events/20240201.export.CSV.zip,d19c4333949b3fd97d88cc8cb3aacc16
http://data.gdeltproject.org/events/20240131.export.CSV.zip,29c7abafe7b2426aee1317547e4bee6e
http://data.gdeltproject.org/events/20240130.export.CSV.zip,aa893a3f6ad8be344efff05720088cc4
http://data.gdeltproject.org/events/20240129.export.CSV.zip,b6cfa5a98a18cee63093918320b52910
http://data.gdeltproject.org/events/20240128.export.CSV.zip,f5c22e1f7555a4968b35ae61f03457c7
http://data.gdeltproject.org/events/20240127.export.CSV.zip,4b2efb20ead7ed04f532df954396dc51
http://data.gdeltproject.org/events/20240126.export.CSV.zip,e6fb306bc95f93d33bb65e0d1d8383d5
http://data.gdeltproject.org/events/20240125.export.CSV.zip,2d6f01a52d78ee9ba50ba2fe6617ce99
